INPUT:image	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/by-the-deathbed-fever-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076b18153d076c97cae9	0001cbf7b3--61af076b18153d076c97cae9	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/women-on-the-bridge.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076b18153d076c97cae9	0001cbf7b3--61af076b18153d076c97cae9	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-fisherman-1902.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076b18153d076c97cae9	0001cbf7b3--61af076b18153d076c97cae9	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076b18153d076c97cae9	0001cbf7b3--61af076b18153d076c97cae9	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/worker-and-child-1908.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076b18153d076c97cae9	0001cbf7b3--61af076b18153d076c97cae9	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-dead-mother-1900.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076bf59ff005e32aa302	0001cbf7b3--61af076bf59ff005e32aa302	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/tavern-in-st-cloud-1890.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076bf59ff005e32aa302	0001cbf7b3--61af076bf59ff005e32aa302	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/ashes-1894.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076bf59ff005e32aa302	0001cbf7b3--61af076bf59ff005e32aa302	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/kiss-1897.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076bf59ff005e32aa302	0001cbf7b3--61af076bf59ff005e32aa302	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076bf59ff005e32aa302	0001cbf7b3--61af076bf59ff005e32aa302	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child-1886.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076c77ad991000d4545d	0001cbf7b3--61af076c77ad991000d4545d	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/morning-1884.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076c77ad991000d4545d	0001cbf7b3--61af076c77ad991000d4545d	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/girls-on-a-bridge-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076c77ad991000d4545d	0001cbf7b3--61af076c77ad991000d4545d	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/horse-team-1919.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076c77ad991000d4545d	0001cbf7b3--61af076c77ad991000d4545d	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-1889.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af076c77ad991000d4545d	0001cbf7b3--61af076c77ad991000d4545d	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/by-the-deathbed-fever-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af077648f666690422b3fd	0001cbf7b3--61af077648f666690422b3fd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af077648f666690422b3fd	0001cbf7b3--61af077648f666690422b3fd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-fisherman-1902.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af077648f666690422b3fd	0001cbf7b3--61af077648f666690422b3fd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/women-on-the-bridge.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af077648f666690422b3fd	0001cbf7b3--61af077648f666690422b3fd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/worker-and-child-1908.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af077648f666690422b3fd	0001cbf7b3--61af077648f666690422b3fd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/tavern-in-st-cloud-1890.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078484c9021db9f5da12	0001cbf7b3--61af078484c9021db9f5da12	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/ashes-1894.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078484c9021db9f5da12	0001cbf7b3--61af078484c9021db9f5da12	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/kiss-1897.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078484c9021db9f5da12	0001cbf7b3--61af078484c9021db9f5da12	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-dead-mother-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078484c9021db9f5da12	0001cbf7b3--61af078484c9021db9f5da12	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078484c9021db9f5da12	0001cbf7b3--61af078484c9021db9f5da12	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/ashes-1894.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078857d4c91098ad7ef7	0001cbf7b3--61af078857d4c91098ad7ef7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/tavern-in-st-cloud-1890.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078857d4c91098ad7ef7	0001cbf7b3--61af078857d4c91098ad7ef7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078857d4c91098ad7ef7	0001cbf7b3--61af078857d4c91098ad7ef7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-dead-mother-1900.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078857d4c91098ad7ef7	0001cbf7b3--61af078857d4c91098ad7ef7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/kiss-1897.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af078857d4c91098ad7ef7	0001cbf7b3--61af078857d4c91098ad7ef7	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-1889.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0789a5a19325b684dfdd	0001cbf7b3--61af0789a5a19325b684dfdd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/horse-team-1919.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0789a5a19325b684dfdd	0001cbf7b3--61af0789a5a19325b684dfdd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/morning-1884.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0789a5a19325b684dfdd	0001cbf7b3--61af0789a5a19325b684dfdd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child-1886.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0789a5a19325b684dfdd	0001cbf7b3--61af0789a5a19325b684dfdd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/girls-on-a-bridge-1900.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0789a5a19325b684dfdd	0001cbf7b3--61af0789a5a19325b684dfdd	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-fisherman-1902.jpg	anger				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079156ee9447b650ba71	0001cbf7b3--61af079156ee9447b650ba71	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/by-the-deathbed-fever-1893.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079156ee9447b650ba71	0001cbf7b3--61af079156ee9447b650ba71	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/worker-and-child-1908.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079156ee9447b650ba71	0001cbf7b3--61af079156ee9447b650ba71	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/women-on-the-bridge.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079156ee9447b650ba71	0001cbf7b3--61af079156ee9447b650ba71	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079156ee9447b650ba71	0001cbf7b3--61af079156ee9447b650ba71	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/tavern-in-st-cloud-1890.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0793b402c12388a0e0f8	0001cbf7b3--61af0793b402c12388a0e0f8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0793b402c12388a0e0f8	0001cbf7b3--61af0793b402c12388a0e0f8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/ashes-1894.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0793b402c12388a0e0f8	0001cbf7b3--61af0793b402c12388a0e0f8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-dead-mother-1900.jpg	awe				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0793b402c12388a0e0f8	0001cbf7b3--61af0793b402c12388a0e0f8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/kiss-1897.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0793b402c12388a0e0f8	0001cbf7b3--61af0793b402c12388a0e0f8	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/snow-falling-in-the-lane-1906.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0794f59ff005e32aa4a1	0001cbf7b3--61af0794f59ff005e32aa4a1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/street-in-asgardstrand-1902.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0794f59ff005e32aa4a1	0001cbf7b3--61af0794f59ff005e32aa4a1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/children-in-the-street-1915.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0794f59ff005e32aa4a1	0001cbf7b3--61af0794f59ff005e32aa4a1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/anxiety-1894.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0794f59ff005e32aa4a1	0001cbf7b3--61af0794f59ff005e32aa4a1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy-1892.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af0794f59ff005e32aa4a1	0001cbf7b3--61af0794f59ff005e32aa4a1	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/girls-on-a-bridge-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079bed797b7414fd55b0	0001cbf7b3--61af079bed797b7414fd55b0	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child-1886.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079bed797b7414fd55b0	0001cbf7b3--61af079bed797b7414fd55b0	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/morning-1884.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079bed797b7414fd55b0	0001cbf7b3--61af079bed797b7414fd55b0	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/horse-team-1919.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079bed797b7414fd55b0	0001cbf7b3--61af079bed797b7414fd55b0	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-1889.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079bed797b7414fd55b0	0001cbf7b3--61af079bed797b7414fd55b0	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/snow-falling-in-the-lane-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079d667cba1b472ed90f	0001cbf7b3--61af079d667cba1b472ed90f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/children-in-the-street-1915.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079d667cba1b472ed90f	0001cbf7b3--61af079d667cba1b472ed90f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/street-in-asgardstrand-1902.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079d667cba1b472ed90f	0001cbf7b3--61af079d667cba1b472ed90f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy-1892.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079d667cba1b472ed90f	0001cbf7b3--61af079d667cba1b472ed90f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/anxiety-1894.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af079d667cba1b472ed90f	0001cbf7b3--61af079d667cba1b472ed90f	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child-1886.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a6889fb241714cc323	0001cbf7b3--61af07a6889fb241714cc323	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/morning-1884.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a6889fb241714cc323	0001cbf7b3--61af07a6889fb241714cc323	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-1889.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a6889fb241714cc323	0001cbf7b3--61af07a6889fb241714cc323	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/girls-on-a-bridge-1900.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a6889fb241714cc323	0001cbf7b3--61af07a6889fb241714cc323	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/horse-team-1919.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a6889fb241714cc323	0001cbf7b3--61af07a6889fb241714cc323	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/spring-1889.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a92de2f447c9f715df	0001cbf7b3--61af07a92de2f447c9f715df	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/morning-1884.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a92de2f447c9f715df	0001cbf7b3--61af07a92de2f447c9f715df	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-sick-child-1886.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a92de2f447c9f715df	0001cbf7b3--61af07a92de2f447c9f715df	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/girls-on-a-bridge-1900.jpg	happiness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a92de2f447c9f715df	0001cbf7b3--61af07a92de2f447c9f715df	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/horse-team-1919.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07a92de2f447c9f715df	0001cbf7b3--61af07a92de2f447c9f715df	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/anxiety-1894.jpg	fear				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07aa64610d607e3520d5	0001cbf7b3--61af07aa64610d607e3520d5	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/melancholy-1892.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07aa64610d607e3520d5	0001cbf7b3--61af07aa64610d607e3520d5	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/snow-falling-in-the-lane-1906.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07aa64610d607e3520d5	0001cbf7b3--61af07aa64610d607e3520d5	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/children-in-the-street-1915.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07aa64610d607e3520d5	0001cbf7b3--61af07aa64610d607e3520d5	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/street-in-asgardstrand-1902.jpg	sadness				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07aa64610d607e3520d5	0001cbf7b3--61af07aa64610d607e3520d5	+	
https://raw.githubusercontent.com/wangfanli12/Edvard_Munch/main/Edvard_Munch/the-ladies-on-the-bridge-1903.jpg	neutral				https://toloka.yandex.ru/task/30144435/0001cbf7b3--61af07abd46ff461a70ef6b4	0001cbf7b3--61af07abd46ff461a70ef6b4	+	
